MIM	Gene	Phenotypes
300570	"YY2, ZNF631"	
300105	"SMS, SRS, MRXSSR"	"Intellectual developmental disorder, X-linked syndromic, Snyder-Robinson type, 309583 (3), X-linked recessive"
300550	"PHEX, HYP, HPDR1, LXHR"	"Hypophosphatemic rickets, X-linked dominant, 307800 (3), X-linked dominant"
301079	"DDX53, CAGE"	
300828	"PTCHD1, AUTSX4"	"{Autism, susceptibility to, X-linked 4}, 300830 (3), X-linked recessive"
300927	"PRDX4, AOE372"	
300862	"ACOT9, MTACT48"	
313020	"SAT1, SSAT"	
300753	"APOO, MYO25, FAM121B"	
300980	"KLHL15, KIAA1677, XLID103"	"Intellectual developmental disorder, X-linked 103, 300982 (3), X-linked recessive"
300161	"EIF2S3, EIF2G, MEHMO, MRXSBRK"	"MEHMO syndrome, 300148 (3), X-linked recessive"
314980	ZFX	
300906	"PDK3, CMTX6"	"?Charcot-Marie-Tooth disease, X-linked dominant, 6, 300905 (3), X-linked dominant"
300948	PCYT1B	
312040	"POLA1, VEODS"	"Pigmentary disorder, reticulate, with systemic manifestations, X-linked, 301220 (3), X-linked recessive; Van Esch-O'Driscoll syndrome, 301030 (3), X-linked recessive"
300679	"DELXp21, CXDELp21"	"Chromosome Xp21 deletion syndrome, 300679 (4)"
300488	MENOQ1	"{Menopause, natural, age at, QTL1}, 300488 (2), X-linked dominant"
312612	RP6	"?Retinitis pigmentosa, X-linked recessive, 6, 312612 (2), X-linked"
300382	"ARX, ISSX, PRTS, MRXS1, MRX36, MRX54, MRX43, MRX87, MRX29, MRX32"	"Proud syndrome, 300004 (3), X-linked; Hydranencephaly with abnormal genitalia, 300215 (3), X-linked; Partington syndrome, 309510 (3), X-linked recessive; Developmental and epileptic encephalopathy 1, 308350 (3), X-linked recessive; Lissencephaly, X-linked 2, 300215 (3), X-linked; Intellectual developmental disorder, X-linked 29, 300419 (3), X-linked recessive"
301064	MAGEB18	
300467	MAGEB6	
300466	MAGEB5	
300761	MAGEB10	
300206	"IL1RAPL1, IL1R8, MRX21, MRX34"	"Intellectual developmental disorder, X-linked 21, 300143 (3), X-linked recessive"
300030	"DFNX3, DFN4"	"Deafness, X-linked 3, 300030 (2), X-linked"
309050	"XS, LUXS"	
300098	"MAGEB2, DAM6"	
300152	MAGEB3	
300153	MAGEB4	
300097	"MAGEB1, MAGEL1, DAM10"	
300473	"NR0B1, DAX1, AHC, AHX, SRXY2"	"Adrenal hypoplasia, congenital, 300200 (3), X-linked recessive; 46XY sex reversal 2, dosage-sensitive, 300018 (3), X-linked"
301049	"TASL, CXorf21"	
300474	GK	"Glycerol kinase deficiency, 307030 (3), X-linked recessive"
300480	TAB3	
300308	FTHL17	
300377	"DMD, BMD, CMD3B"	"Becker muscular dystrophy, 300376 (3), X-linked recessive; Cardiomyopathy, dilated, 3B, 302045 (3), X-linked; Duchenne muscular dystrophy, 310200 (3), X-linked recessive"
300858	MRXS17	"Intellectual developmental disorder, X-linked, syndromic 17, 300858 (2), X-linked recessive"
300698	"TMEM47, BCMP1"	
300762	MAGEB16	
301057	"CFAP47, CXorf22, SPGFX3"	"Spermatogenic failure, X-linked 3, 301059 (3), X-linked recessive"
301067	FAM47C	
300935	"PRRG1, PRGP1"	
314850	"XK, MCLDS"	"McLeod syndrome with or without chronic granulomatous disease, 300842 (3), X-linked"
300481	"CYBB, CGDX, AMCBX2, IMD34"	"Immunodeficiency 34, mycobacteriosis, X-linked, 300645 (3), X-linked recessive; Chronic granulomatous disease, X-linked, 306400 (3), X-linked recessive"
300638	GAGE8	
300351	"GRDX, GD3"	"{Graves disease, susceptibility to, X-linked}, 300351 (2)"
300136	IDDMX	"{Diabetes mellitus, insulin-dependent, X-linked}, 300136 (2)"
309545	MRXS12	"?Intellectual developmental disorder, X-linked, syndromic 12, 309545 (2), X-linked"
300589	NYS5	"Nystagmus 5, congenital, X-linked, 300589 (2), X-linked dominant"
311050	OPA2	"Optic atrophy 2, X-linked, 311050 (2), X-linked"
309610	"PRS, MRXS2"	"Prieto syndrome, 309610 (2), X-linked recessive"
300047	"XLID20, MRX20"	"Intellectual developmental disorder, X-linked 20, 300047 (2), X-linked"
300302	"DYNLT3, TCTE1L"	
300187	"SRPX, ETX1"	
312610	"RPGR, RP3, CRD, RP15, COD1, CORDX1"	"Retinitis pigmentosa, X-linked, and sinorespiratory infections, with or without deafness, 300455 (3); Cone-rod dystrophy, X-linked, 1, 304020 (3), X-linked recessive; Retinitis pigmentosa 3, 300029 (3); Macular degeneration, X-linked atrophic, 300834 (3), X-linked recessive"
300461	OTC	"Ornithine transcarbamylase deficiency, 311250 (3), X-linked"
300096	"TSPAN7, TM4SF2, MXS1, A15, XLID58"	"Intellectual developmental disorder, X-linked 58, 300210 (3), X-linked recessive"
300961	"MID1IP1, MIG12"	
300485	"BCOR, KIAA1575, MCOPS2, MAA2, ANOP2"	"Microphthalmia, syndromic 2, 300166 (3), X-linked dominant"
300556	"ATP6AP2, ATP6M8-9, XMRE, MRXSH, XPDS, CDG2R"	"Intellectual developmental disorder, X-linked, syndromic, Hedera type, 300423 (3), X-linked recessive; ?Parkinsonism with spasticity, X-linked, 300911 (3), X-linked recessive; Congenital disorder of glycosylation, type IIr, 301045 (3), X-linked recessive"
300182	"MED14, CRSP2, CXorf4, TRAP170, EXLM1"	
300072	"USP9X, DFFRX, XLID99, MRXS99F"	"Intellectual developmental disorder, X-linked 99, 300919 (3), X-linked recessive; Intellectual developmental disorder, X-linked 99, syndromic, female-restricted, 300968 (3), X-linked dominant"
300160	"DDX3X, DDX3, DBX, MRX102, MRXSSB"	"Intellectual developmental disorder, X-linked, syndrome, Snijders Blok type, 300958 (3), X-linked recessive, X-linked dominant"
300278	"NYX, CSNB1A, NBM1"	"Night blindness, congenital stationary (complete), 1A, X-linked, 310500 (3), X-linked recessive"
300172	"CASK, MICPCH, FGS4, CMG, MRXSNA"	"Intellectual developmental disorder, with or without nystagmus, 300422 (3); Intellectual developmental disorder and microcephaly with pontine and cerebellar hypoplasia, 300749 (3), X-linked dominant; FG syndrome 4, 300422 (3)"
300241	GPR34	
300748	GPR82	
300652	AGSPX	"Angio serpiginosum, 300652 (2), X-linked dominant"
300578	"DELXp11.3, CXDELp11.3"	"Chromosome Xp11.3 deletion syndrome, 300578 (4), X-linked recessive"
300218	MRXS7	"Intellectual developmental disorder, X-linked, syndromic 7, 300218 (2), X-linked"
300062	"XLID14, MRX14"	"Intellectual developmental disorder, X-linked 14, 300062 (2), X-linked"
300498	"XLID45, MRX45"	"Intellectual developmental disorder, X-linked 45, 300498 (2), X-linked"
300505	"XLID84, MRX84"	"Intellectual developmental disorder, X-linked 84, 300505 (2), X-linked recessive"
300848	"XLID89, MRX89"	"Intellectual developmental disorder, X-linked 89, 300848 (2), X-linked dominant"
300851	"XLID92, MRX92"	"Intellectual developmental disorder, X-linked 92, 300851 (2), X-linked recessive"
301017	PPP1R2C	
309850	"MAOA, BRNRS"	"{Antisocial behavior}, 300615 (3), X-linked recessive; Brunner syndrome, 300615 (3), X-linked recessive"
309860	MAOB	
300658	"NDP, ND, EVR2"	"Exudative vitreoretinopathy 2, X-linked, 305390 (3), X-linked recessive, X-linked dominant; Norrie disease, 310600 (3), X-linked recessive"
300817	EFHC2	
300871	FUNDC1	
300678	"DUSP21, LMWDSP21"	
300128	"KDM6A, UTX, KABUK2"	"Kabuki syndrome 2, 300867 (3), X-linked dominant"
300959	"DIPK2B, CXorf36, DIA1R"	
300568	"MIR221, MIRN221"	
300569	"MIR222, MIRN222"	
300585	"ZNF673, FLJ20344"	
300573	ZNF674	
300375	"CHST7, C6ST2"	
300368	"SLC9A7, NHE7, MRX108"	"Intellectual developmental disorder, X-linked 108, 301024 (3), X-linked recessive"
300757	RP2	"Retinitis pigmentosa 2, 312600 (3), X-linked"
300618	"PHF16, JADE3, KIAA0215"	
300212	"RGN, SMP30"	
300403	"NDUFB11, LSDMCA3, MC1DN30"	"Linear skin defects with multiple congenital anomalies 3, 300952 (3), X-linked dominant; ?Mitochondrial complex I deficiency, nuclear type 30, 301021 (3), X-linked"
300080	"RBM10, DXS8237E, KIAA0122, TARPS"	"TARP syndrome, 311900 (3), X-linked recessive"
314370	"UBA1, UBE1, GXP1, A1ST, SMAX2, AMCX1, VEXAS"	"Spinal muscular atrophy, X-linked 2, infantile, 301830 (3), X-linked recessive; VEXAS syndrome, somatic, 301054 (3)"
300164	INE1	
311550	"CDK16, PCTK1, PCTAIRE1"	
300050	"USP11, UHX1"	
300024	ZNF157	
314995	ZNF41	
311010	"ARAF1, RAFA1, PKS2"	
313440	"SYN1, EPILX, MRX50"	"Intellectual developmental disorder, X-linked 50, 300115 (3), X-linked; Epilepsy, X-linked, with variable learning disabilities and behavior disorders, 300491 (3), X-linked recessive, X-linked dominant"
305370	"TIMP1, TIMP, EPA"	
300801	"DUPXp11.23p11.22, CXDUPp11.23p11.22"	"Chromosome Xp11.23-p11.22 duplication syndrome, 300801 (4), X-linked dominant"
300726	GAGE2B	
300595	"GAGE2C, GAGE2"	
300735	GAGE2D	
300736	GAGE2E	
300596	GAGE3	
300597	GAGE4	
300598	GAGE5	
300599	GAGE6	
300601	GAGE7	
300637	GAGE7B	
300433	"XLID81, MRX81"	"Intellectual developmental disorder, X-linked 81, 300433 (2), X-linked recessive"
300383	"PFC, PFD"	"Properdin deficiency, X-linked, 312060 (3), X-linked recessive"
311040	ELK1	
300234	UXT	
314998	ZNF81	
314993	ZNF21	
300593	"SPACA5, LOC389852"	
300819	ZNF630	
300541	SSX6	
300327	SSX5	
312820	"SSX1, SSRC"	"?Sarcoma, synovial, 300813 (3)"
300544	SSX9	
300325	SSX3	
300326	SSX4	
300649	"SLC38A5, SN2"	
300499	"FTSJ1, JM23, SPB1, MRX44, MRX9, XLID9"	"Intellectual developmental disorder, X-linked 9, 309549 (3), X-linked recessive"
300651	"PORCN, PORC, DHOF, FODH"	"Focal dermal hypoplasia, 305600 (3), X-linked dominant"
300205	"EBP, CDPX2, CPXD, CPX, MEND"	"MEND syndrome, 300960 (3), X-linked recessive; Chondrodysplasia punctata, X-linked dominant, 302960 (3), X-linked dominant"
311240	"TBC1D25, OATL1"	
300027	RBM3	
300512	WDR13	
300392	"WAS, IMD2, THC1, SCNX"	"Wiskott-Aldrich syndrome, 301000 (3), X-linked recessive; Neutropenia, severe congenital, X-linked, 300299 (3), X-linked recessive; Thrombocytopenia, X-linked, intermittent, 313900 (3), X-linked recessive; Thrombocytopenia, X-linked, 313900 (3), X-linked recessive"
300254	SUV39H1	
305371	"GATA1, GF1, ERYF1, NFE1, XLTDA, XLTT, XLANP, HAEADA"	"Leukemia, megakaryoblastic, with or without Down syndrome, somatic, 190685 (3); Thrombocytopenia, X-linked, with or without dyserythropoietic anemia, 300367 (3), X-linked recessive; Anemia, X-linked, with/without neutropenia and/or platelet abnormalities, 300835 (3), X-linked recessive; Thrombocytopenia with beta-thalassemia, X-linked, 314050 (3), X-linked recessive; Hemolytic anemia due to elevated adenosine deaminase, 301083 (3), X-linked recessive"
300272	"HDAC6, CPBHM"	"?Chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia, 300863 (3), X-linked dominant"
300437	"HRAS2, HRASP"	
300399	"PCSK1N, PROSAAS"	
300249	"TIMM17B, TIM17B"	
300463	"PQBP1, NPW38, SHS, MRX55, MRXS3, RENS1, MRXS8"	"Renpenning syndrome, 309500 (3), X-linked recessive"
314375	"SLC35A2, UGALT, UGTL, UGT2, CDGX, CDG2M"	"Congenital disorder of glycosylation, type IIm, 300896 (3), Somatic mosaicism, X-linked dominant"
300295	PIM2	
300713	"OTUD5, DUBA, MCAND"	"Multiple congenital anomalies-neurodevelopmental syndrome, X-linked, 301056 (3), X-linked recessive"
300281	KCND1	
300408	"GRIPAP1, GRASP1, KIAA1167"	
314310	"TFE3, RCCX1, MRXSPF"	"Intellectual developmental disorder, X-linked, syndromic, with pigmentary mosaicism and coarse facies, 301066 (3), X-linked; Renal cell carcinoma, papillary, 1, 300854 (3)"
300947	CCDC120	
300840	"PRAF2, JM4"	
300526	"WDR45, WIPI4, NBIA5"	"Neurodegeneration with brain iron accumulation 5, 300894 (3), X-linked dominant"
301003	"GPKOW, GPATCH5"	
300112	PLP2	
300111	"PRICKLE3, LMO6, LOAM"	"{Leber hereditary optic neuropathy, modifier of}, 308905 (3), X-linked dominant"
313475	"SYP, XLID96"	"Intellectual developmental disorder, X-linked 96, 300802 (3), X-linked recessive"
300110	"CACNA1F, CSNB2, CORDX3, CSNB2A, AIED, OA2"	"Cone-rod dystrophy, X-linked, 3, 300476 (3), X-linked recessive; Night blindness, congenital stationary (incomplete), 2A, X-linked, 300071 (3), X-linked; Aland Island eye disease, 300600 (3), X-linked"
300859	"CCDC22, RTSC2"	"Ritscher-Schinzel syndrome 2, 300963 (3), X-linked recessive"
300292	"FOXP3, IPEX, AIID, XPID, PIDX"	"Immunodysregulation, polyendocrinopathy, and enteropathy, X-linked, 304790 (3), X-linked recessive"
300737	GAGE10	
300733	GAGE12J	
300734	GAGE13	
300727	GAGE12C	
300728	GAGE12D	
300729	GAGE12E	
300730	GAGE12F	
300731	GAGE12G	
300732	GAGE12H	
300720	GAGE2A	
300594	GAGE1	
300288	"GAGEB1, PAGE1"	
300287	"PAGE4, GAGEC1"	
300975	"USP27X, USP22L, XLID105"	"Intellectual developmental disorder, X-linked 105, 300984 (3), X-linked recessive"
300008	"CLCN5, CLCK2, NPHL2, DENT1, NPHL1"	"Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis, 308990 (3), X-linked recessive; Hypophosphatemic rickets, 300554 (3), X-linked recessive; Dent disease 1, 300009 (3), X-linked recessive; Nephrolithiasis, type I, 310468 (3), X-linked recessive"
301023	MIR532	
300893	MIR502	
300705	"DUPXp11.22, MRX17, MRX31"	"Xp11.22 microduplication syndrome, 300705 (4)"
300704	HPCX2	"{Prostate cancer, hereditary, X-linked 2}, 300704 (2)"
300856	HYSP4	"{Hypospadias 4, X-linked, susceptibility to}, 300856 (2)"
300185	"AKAP4, AKAP82, HI, FSC1"	
300456	CCNB3	
300837	DGKK	
300579	"SHROOM4, KIAA1202, SDSX, MRXSSDS"	"Intellectual developmental disorder, X-linked syndromic, Stocco dos Santos type, 300434 (3), X-linked"
300247	"BMP15, GDF9B, ODG2, POF4"	"Premature ovarian failure 4, 300510 (3), X-linked; Ovarian dysgenesis 2, 300510 (3), X-linked"
300527	"NUDT10, DIPP3A, APS2"	
301036	"EZHIP, CATACOMB, CXorf67"	
300528	"NUDT11, DIPP3B, APS1"	
300418	"GSPT2, GST2, ERF3B"	
300224	MAGED1	
300765	MAGED4B	
300702	"MAGED4, MAGEE1, KIAA1859"	
300416	"XAGE2, GAGED3"	
300742	"XAGE1A, XAGE1B"	
300289	"XAGE1B, XAGE1C, XAGE1D, XAGE1E"	
300543	SSX8	
300542	SSX7	
300192	SSX2	"?Sarcoma, synovial, 300813 (3)"
300668	SPANXN5	
301063	XAGE5	
300740	"XAGE3, PLAC6"	
300253	"GPR173, SREB3"	
300564	"TSPYL2, CDA1, DENTT, CINAP"	
301019	"KANTR, LINC01155"	
314690	"KDM5C, JARID1C, SMCX, DXS1272E, XE169, MRXSCJ"	"Intellectual developmental disorder, X-linked syndromic, Claes-Jensen type, 300534 (3), X-linked recessive"
300522	"IQSEC2, KIAA0522, MRX1, MRX78, XLID1"	"Intellectual developmental disorder, X-linked 1, 309530 (3), X-linked dominant"
300040	"SMC1A, SMC1L1, SMC1, DXS423E, KIAA0178, CDLS2, DEE85"	"Cornelia de Lange syndrome 2, 300590 (3), X-linked dominant; Developmental and epileptic encephalopathy 85, with or without midline brain defects, 301044 (3), X-linked dominant"
300256	"HSD17B10, HADH2, ERAB, MRXS10, HSD10MD"	"HSD10 mitochondrial disease, 300438 (3), X-linked dominant"
300697	"HUWE1, UREB1, KIAA0312, LASU1, MRXST"	"Intellectual developmental disorder, X-linked, Turner type, 309590 (3), X-linked"
300810	"MIR98, MIRN98"	
300721	"MIRLET7F2, LET7F2, MIRNLET7F2"	
300560	"PHF8, ZNF422, KIAA1111, MRXSSD"	"Intellectual developmental disorder, X-linked, syndromic, Siderius type, 300263 (3), X-linked recessive"
300741	"FAM120C, CXorf17"	
300358	"WNK3, PRKWNK3, KIAA1566"	
300945	"TSR2, WGG1, DBA14"	"?Diamond-Blackfan anemia 14 with mandibulofacial dysostosis, 300946 (3), X-linked recessive"
300546	"FGD1, FGDY, AAS, MRXS16"	"Intellectual developmental disorder, X-linked, syndromic 16, 305400 (3), X-linked recessive; Aarskog-Scott syndrome, 305400 (3), X-linked recessive"
300873	GNL3L	
300470	"MAGED2, MAGED, BARTS5"	"Bartter syndrome, type 5, antenatal, transient, 300971 (3), X-linked recessive"
300662	SNORA11	
300132	TRO	
311790	"PFKFB1, PFRX"	
300773	"APEX2, APE2, XTH2, APEXL2"	
301300	"ALAS2, ANH1, ASB, XLEPP, XLSA, SIDBA1"	"Anemia, sideroblastic, 1, 300751 (3), X-linked recessive; Protoporphyria, erythropoietic, X-linked, 300752 (3), X-linked"
300738	"PAGE2, GAGEC2"	
301009	"PAGE5, CT16, GAGEE1"	
300739	"PAGE3, GAGEC1"	
300548	"MAGEH1, MAGEH"	
300949	"FOXR2, FOXN6"	
300725	"RRAGB, RAGB"	
300286	"KLF8, ZNF741, BKLF3"	
300264	"UBQLN2, PLIC2, CHAP1, ALS15"	"Amyotrophic lateral sclerosis 15, with or without frontotemporal dementia, 300857 (3), X-linked dominant"
300992	"NBDY, LINC01420, NOBODY"	
300517	SPIN2	
300654	FAAH2	
300621	DSF34	
300236	ZXDB	
300235	ZXDA	
300710	AGA2	"Alopecia, androgenetic, 2, 300710 (2)"
300082	CGF1	"[Social cognition], 300082 (2), X-linked"
300010	"DXS435E, A11"	
300125	MGR2	"{Migraine, familial typical, susceptibility to, 2}, 300125 (2), X-linked"
300259	MTBSX	"{Mycobacterium tuberculosis, susceptibility, X-linked}, 300259 (2)"
300429	"ARHGEF9, PEM2, KIAA0424, DEE8"	"Developmental and epileptic encephalopathy 8, 300607 (3), X-linked"
300266	SPG16	"Spastic paraplegia 16, X-linked, complicated, 300266 (2), X-linked recessive"
300647	"AMER1, FAM123B, WTX, OSCS"	"Osteopathia striata with cranial sclerosis, 300373 (3), X-linked dominant"
300891	ASB12	
301061	MTMR8	
300897	"ZC4H2, KIAA1166, WRWF, MRXS4, WRWFFR"	"Wieacker-Wolff syndrome, 314580 (3), X-linked recessive; Wieacker-Wolff syndrome, female-restricted, 301041 (3), X-linked dominant"
300889	"ZC3H12B, MCPIP2"	
300709	MRXS9	"Intellectual developmental disorder, X-linked, syndromic 9, 300709 (2)"
300454	"XLID77, MRX77"	"Intellectual developmental disorder, X-linked 77, 300454 (2), X-linked recessive"
300964	"LAS1L, MRXSWTS"	"Wilson-Turner syndrome, 309585 (3), X-linked recessive"
309845	"MSN, IMD50"	"Immunodeficiency 50, 300988 (3), X-linked recessive"
300694	"MIR223, MIRN223"	
300353	Z39IG	
300167	HEPH	
300276	"EDAR2, XEDAR, EDAA2R"	
313700	"AR, DHTR, TFM, SBMA, KD, SMAX1, HYSP1"	"Androgen insensitivity, partial, with or without breast cancer, 312300 (3), X-linked recessive; {Prostate cancer, susceptibility to}, 176807 (3), Autosomal dominant, Somatic mutation; Androgen insensitivity, 300068 (3), X-linked recessive; Spinal and bulbar muscular atrophy of Kennedy, 313200 (3), X-linked recessive; Hypospadias 1, X-linked, 300633 (3), X-linked recessive"
300127	"OPHN1, MRXSBL"	"Intellectual developmental disorder, X-linked syndromic, Billuart type, 300486 (3), X-linked recessive"
300996	YIPF6	
300580	CFTDX	"Myopathy, congenital, with fiber-type disproportion, X-linked, 300580 (2), X-linked dominant"
300519	MRXSMP	"Martin-Probst syndrome, 300519 (2), X-linked recessive"
300074	"XCE, XITE"	
300689	"STARD8, DLC3, STARTGAP3, KIAA0189"	
300035	"EFNB1, EPLG2, CFNS, CFND"	"Craniofrontonasal dysplasia, 304110 (3), X-linked dominant"
300420	PJA1	
300451	"EDA, ED1, ECTD1, HED1, STHAGX1"	"Tooth agenesis, selective, X-linked 1, 313500 (3), X-linked dominant; Ectodermal dysplasia 1, hypohidrotic, X-linked, 305100 (3), X-linked recessive"
300925	"AWAT2, DC4, MFAT"	
300714	"OTUD6A, DUBA2"	
300139	"IGBP1, MRXS28"	"?Corpus callosum, agenesis of, with impaired intellectual development, ocular coloboma and micrognathia, 300472 (3), X-linked recessive"
300926	"DGAT2L6, DC3"	
300924	"AWAT1, DGA2"	
300038	"P2RY4, NRU, P2Y4"	
301770	"ARR3, MYP26"	"Myopia 26, X-linked, female-limited, 301010 (3), X-linked"
300632	"PDZD11, AIPP1, PISP"	
300521	"KIF4A, KIF4, XLID100"	"?Intellectual developmental disorder, X-linked 100, 300923 (3), X-linked recessive"
300940	"GDPD2, GDE3"	
300189	"DLG3, NEDLG, SAP102, XLID90"	"Intellectual developmental disorder, X-linked 90, 300850 (3), X-linked recessive"
300311	"TEX11, SPGFX2"	"Spermatogenic failure, X-linked 2, 309120 (3), X-linked recessive"
300443	"SLC7A3, CAT3"	
300883	SNX12	
300033	"FOXO4, MLLT7, AFX1"	
308380	"IL2RG, SCIDX1, SCIDX, IMD4"	"Combined immunodeficiency, X-linked, moderate, 312863 (3), X-linked recessive; Severe combined immunodeficiency, X-linked, 300400 (3), X-linked recessive"
300188	"MED12, TNRC11, TRAP230, HOPA, KIAA0192, OKS, FGS1, OHDOX, HDKR"	"Lujan-Fryns syndrome, 309520 (3), X-linked recessive; Ohdo syndrome, X-linked, 300895 (3), X-linked recessive; Hardikar syndrome, 301068 (3), X-linked dominant; Opitz-Kaveggia syndrome, 305450 (3), X-linked recessive"
300336	"NLGN3, ASPGX1, AUTSX1"	"{Asperger syndrome susceptibility, X-linked 1}, 300494 (3), Multifactorial, Isolated cases, X-linked; {Autism susceptibility, X-linked 1}, 300425 (3), X-linked"
304040	"GJB1, CX32, CMTX1"	"Charcot-Marie-Tooth neuropathy, X-linked dominant, 1, 302800 (3), X-linked dominant"
300061	"ZMYM3, ZNF261, DXS6673E"	
300084	"NONO, NRB54, MRXS34"	"Intellectual developmental disorder, X-linked syndromic 34, 300967 (3), X-linked"
300332	ITGB1BP2	
313650	"TAF1, TAF2A, CCG1, BA2R, DYT3, MRXS33"	"Intellectual developmental disorder, X-linked syndromic 33, 300966 (3), X-linked recessive; Dystonia-Parkinsonism, X-linked, 314250 (3), X-linked recessive"
300452	"INGX, ING2"	
300255	"OGT, XLID106"	"Intellectual developmental disorder, X-linked 106, 300997 (3), X-linked recessive"
300369	"GCNA, ACRC, SPGFX4"	"Spermatogenic failure, X-linked, 4, 301077 (3), X-linked"
300574	"CXCR3, GPR9, CD182"	
300252	"PIN4, PAR14, EPVH"	
300687	"ERCC6L, PICH"	
312760	"RPS4X, CCG2, SCAR"	
300149	MSG1	
300269	"HDAC8, MRXS6, CDLS5"	"Cornelia de Lange syndrome 5, 300882 (3), X-linked dominant"
311870	PHKA1	"Muscle glycogenosis, 300559 (3), X-linked recessive"
300878	DMRTC1	
301069	DUPXq13	"Chromosome Xq13 duplication syndrome, 301069 (4)"
300262	MRXSAB	"Intellectual developmental disorder, X-linked, syndromic, Abidi type, 300262 (2), X-linked"
300026	"NAP1L2, BPX"	
300025	CDX4	
300922	"CHIC1, BRX"	
300181	TSIX	
314670	"XIC, XCE, XIST, SXI1"	"X-inactivation, familial skewed, 300087 (3)"
300832	"NCRNA00183, JPX, ENOX"	
300936	"FTX, LINC00182"	
300095	"SLC16A2, DXS128, XPCT"	"Allan-Herndon-Dudley syndrome, 300523 (3), X-linked"
300379	"RLIM, RNF12, TOKAS"	"Tonne-Kalscheuer syndrome, 300978 (3), X-linked"
300577	"XLID91, MRX91"	"Intellectual developmental disorder, X-linked 91, 300577 (4), X-linked dominant"
300524	"NEXMIF, KIAA2022, XLID98"	"Intellectual developmental disorder, X-linked 98, 300912 (3), X-linked dominant"
300135	"ABCB7, ABC7, ASAT"	"Anemia, sideroblastic, with ataxia, 301310 (3), X-linked recessive"
300656	UPRT	
300576	ZDHHC15	
300956	BRAFP1	
300760	MAGEE2	
300759	"MAGEE1, DAMAGE, KIAA1587"	
303110	"DELXq21, CXDELq21"	"Xq21 deletion syndrome, 303110 (4), X-linked recessive"
300557	PARK12	"{Parkinson disease 12}, 300557 (2)"
300827	"FGF16, MF4"	"Metacarpal 4-5 fusion, 309630 (3), X-linked recessive"
300032	"ATRX, XH2, XNP, SHS, SFM1, MRXHF1"	"Alpha-thalassemia/mental retardation syndrome, 301040 (3), X-linked dominant; Alpha-thalassemia myelodysplasia syndrome, somatic, 300448 (3); Intellectual disability-hypotonic facies syndrome, X-linked, 309580 (3), X-linked recessive"
300715	"MAGT1, IAP, XMEN, CDG1CC"	"Immunodeficiency, X-linked, with magnesium defect, Epstein-Barr virus infection and neoplasia, 300853 (3), X-linked recessive; Congenital disorder of glycosylation, type Icc, 301031 (3), X-linked recessive"
300885	"COX7B, LSDMCA2"	"Linear skin defects with multiple congenital anomalies 2, 300887 (3), X-linked dominant"
300011	"ATP7A, MNK, MK, OHS, SMAX3"	"Occipital horn syndrome, 304150 (3), X-linked recessive; Spinal muscular atrophy, distal, X-linked 3, 300489 (3), X-linked recessive; Menkes disease, 309400 (3), X-linked recessive"
300567	"PGAM4, PGAM3"	
311800	"PGK1, PGKA"	"Phosphoglycerate kinase 1 deficiency, 300653 (3), X-linked recessive"
300754	"TAF9B, TAF9L, TAFII31L"	
300201	"CYSLTR1, CYSLT1"	
300086	"LPAR4, LPA4, P2RY9, P2Y9, GPR23"	
300529	"P2RY10, P2Y10"	
300903	"GPR174, GPCR17"	
300222	"ITM2A, E25A"	
300307	"TBX22, CPX, ABERS"	"Cleft palate with ankyloglossia, 303400 (3), X-linked; ?Abruzzo-Erickson syndrome, 302905 (3), X-linked"
300976	FAM46D	
300553	"BRWD3, MRX93, XLID93"	"Intellectual developmental disorder, X-linked 93, 300659 (3), X-linked recessive"
300385	NSBP1	
300190	SH3BGR	
300039	"POU3F4, DFN3, DFNX2"	"Deafness, X-linked 2, 304400 (3), X-linked recessive"
300768	CYLC1	
300303	"RPS6KA6, RSK4"	
300994	"HDX, CXorf43"	
300955	"APOOL, FAM121A, Cxorf33"	
314990	"ZNF711, ZNF6, CMPX1, XLID97"	"Intellectual developmental disorder, X-linked 97, 300803 (3), X-linked"
300603	"FLJ22792, POF1B, POF2B"	"?Premature ovarian failure 2B, 300604 (3), X-linked recessive"
300390	"CHM, TCD"	"Choroideremia, 303100 (3), X-linked"
300608	DACH2	
300756	AD16	"{Alzheimer disease 16}, 300756 (2)"
300348	KLHL4	
301055	CPXCR1	
300411	"TGIF2LX, TGIFLX"	
300407	"PABPC5, PABP5"	
300246	"PCDH11X, PCDH11, PCDHX"	
300117	NAP1L3	
300861	MRXSCS	"Intellectual developmental disorder, X-linked, syndromic, Chudley-Schwartz type, 300861 (2), X-linked recessive"
300108	"DIAPH2, DIA, POF2A"	"?Premature ovarian failure 2A, 300511 (3), X-linked dominant"
300767	RPA4	
300347	EPAG	
301201	"AI1E2, AIH3"	"?Amelogenesis imperfecta, type IE, X-linked 2, 301201 (2), X-linked"
300460	"PCDH19, KIAA1313, EFMR, DEE9"	"Developmental and epileptic encephalopathy 9, 300088 (3), X-linked"
300459	"TNMD, TEM, CHM1L"	
300191	"TSPAN6, TM4SF6"	
300642	"SRPX2, SRPUL, RESDX"	"?Rolandic epilepsy, impaired intellectual development, and speech dyspraxia, 300643 (3)"
300723	SYTL4	
300907	CSTF64	
300225	"NOX1, MOX1, NOH1"	
300684	"XKRX, XPLAC, XKR2, XRG2"	
